label,text
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
ham,Kallis is ready for bat in 2nd innings
ham,"She was supposed to be but couldn't make it, she's still in town though"
ham,Can not use foreign stamps in this country.
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham,"Dizzamn, aight I'll ask my suitemates when I get back"
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,I reach home safe n sound liao...
ham,Hey tmr maybe can meet you at yck
ham,I will reach before ten morning
ham,Surly ill give it to you:-) while coming to review.
ham,Your bill at 3 is å£33.65 so thats not bad!
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
spam,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
ham,Ok thanx...
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
ham,"Yo, you at jp and hungry like a mofo?"
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
ham,What's a feathery bowa? Is that something guys have that I don't know about?
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
ham,Are you ok. What happen to behave like this
ham,Okay. I've seen it. So i should pick it on friday?
ham,Watching ajith film ah?
ham,Your brother is a genius
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
ham,I cant pick the phone right now. Pls send a message
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
ham,What u talking bout early morning? It's almost noon where your at!
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,So what do you guys do.
ham,You'll never believe this but i have actually got off at taunton. Wow
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,Shall i come to get pickle
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
ham,"Okey dokey, i‰Û÷ll be over in a bit just sorting some stuff out."
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
ham,She ran off with a younger man. we will make pretty babies together :)
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921"
ham,Aaooooright are you at work?
ham,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!
ham,Thinkin about someone is all good. No drugs for that
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
ham,Near kalainar tv office.thenampet
ham,My sister going to earn more than me da.
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
ham,my ex-wife was not able to have kids. Do you want kids one day?
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,Lol u still feeling sick?
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,Hi Harish's rent has been transfred to ur Acnt.
ham,i am seeking a lady in the street and a freak in the sheets. Is that you?
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,"I think I‰Û÷m waiting for the same bus! Inform me when you get there, if you ever get there."
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
ham,I know you are. Can you pls open the back?
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,You intrepid duo you! Have a great time and see you both soon. 
ham,Do Ì_ noe if ben is going?
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u
ham,It means u could not keep ur words.
ham,I called but no one pick up e phone. I ask both of them already they said ok.
ham,I'm done...
ham,S:)8 min to go for lunch:)
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
ham,Goodnight da thangam I really miss u dear.
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,"Aight, we'll head out in a few"
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,Great! I have to run now so ttyl!
ham,Not getting anywhere with this damn job hunting over here!
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,Wat r u doing now?
ham,Your right! I'll make the appointment right now.
ham,What is your record for one night? :)
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,I didnt get anything da
ham,Cancel cheyyamo?and get some money back?
ham,Do u still have plumbers tape and a wrench we could borrow?
ham,Sorry da..today i wont come to play..i have driving clas..
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
ham,K:)k..its good:)when are you going?
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
ham,At the funeral home with Audrey and dad
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
ham,Do you think i can move  &lt;#&gt;  in a week
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
ham,", how's things? Just a quick question."
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
ham,Yeah we do totes. When u wanna?
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,Can not use foreign stamps in this country.
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
ham,Ugh fuck it I'm resubbing to eve
spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,What's nannys address?
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,Hey you told your name to gautham ah?
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham,Not..tel software name..
ham,I cant pick the phone right now. Pls send a message
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!
ham,Aight should I just plan to come up later tonight?
ham,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...
ham,"I dont knw pa, i just drink milk.."
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
ham,ÌÏ bot notes oredi... Cos i juz rem i got...
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
ham,"Just wondering, the others just took off"
ham,Uhhhhrmm isnt having tb test bad when youre sick
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,Ok lor wat time Ì_ finish?
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,"Sorry, I'll call later"
ham,Are you up for the challenge? I know i am :)
ham,Nah im goin 2 the wrks with j wot bout u?
ham,Where is that one day training:-)
ham,I can do that! I want to please you both inside and outside the bedroom...
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
ham,I have to take exam with in march 3
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
ham,S:)no competition for him.
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99
ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor..."
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
ham,You will go to walmart. I.ll stay.
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,"There're some people by mu, I'm at the table by lambda"
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,Water logging in desert. Geoenvironmental implications.
ham,Hey check it da. I have listed da.
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
ham,Well boy am I glad G wasted all night at applebees for nothing
ham,No problem. We will be spending a lot of quality time together...
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,I am taking you for italian food. How about a pretty dress with no panties? :)
ham,Can you do a mag meeting this avo at some point?
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham,Aiyah then i wait lor. Then u entertain me. Hee...
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there."
ham,S.i'm watching it in live..
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
ham,Then she buying today? ÌÏ no need to c meh...
ham,I dunno until when... Lets go learn pilates...
ham,No. On the way home. So if not for the long dry spell the season would have been over
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‰Û÷re in b‰Û÷ham. Have a jolly good rest of week
ham,How are you with moneY...as in to you...money aint a thing....how are you sha!
ham,R u here yet? I'm wearing blue shirt n black pants.
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
ham,Was it something u ate?
ham,So how many days since then?
ham,Does uncle timi help in clearing cars
ham,If you r @ home then come down within 5 min
ham,Just getting back home
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,How are you doing. How's the queen. Are you going for the royal wedding
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,Thanks for loving me so. You rock
ham,I'm in class. Did you get my text.
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
ham,Lol now I'm after that hot air balloon!
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
ham,"Uncle G, just checking up on you. Do have a rewarding month"
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,I'm at work. Please call
ham,"Just making dinner, you ?"
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
spam,"Win the newest ‰ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,How are you enjoying this semester? Take care brother.
ham,3 pa but not selected.
ham,Dear good morning now only i am up
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"""""
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
ham,Try neva mate!!
ham,I'm home.
ham,I reach home safe n sound liao...
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
ham,Oh did you charge camera
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,"The table's occupied, I'm waiting by the tree"
spam,RCT' THNQ Adrian for U text. Rgds Vatian
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham,For my family happiness..
ham,Just got to  &lt;#&gt;
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
ham,What was she looking for?
ham,"Yo, any way we could pick something up tonight?"
ham,"Sorry, I'll call later"
ham,I am in hospital da. . I will return home in evening
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
ham,Can not use foreign stamps in this country. Good lecture .
ham,I dunno they close oredi not... ÌÏ v ma fan...
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;
spam,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
ham,:-) :-)
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,Am i that much bad to avoid like this?
ham,Ok enjoy . R u there in home.
ham,Pls dont forget to study
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
ham,I think that tantrum's finished so yeah I'll be by at some point
ham,Oh. U must have taken your REAL Valentine out shopping first.
ham,I cant pick the phone right now. Pls send a message
ham,Tired. I haven't slept well the past few nights.
ham,"K, want us to come by now?"
ham,Ok i juz receive..
ham,aathi..where are you dear..
ham,Your right! I'll make the appointment right now.
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,Oh k...i'm watching here:)
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
ham,Where can download clear movies. Dvd copies.
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,Wat time r Ì_ going to xin's hostel?
ham,Will do. Have a good day
ham,Oh k.i think most of wi and nz players unsold.
ham,"And very importantly, all we discuss is between u and i only."
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
ham,"Sorry, I'll call later"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,Long beach lor. Expected... U having dinner now?
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,"Awesome, think we can get an 8th at usf some time tonight?"
ham,Sounds great! Im going to sleep now. Have a good night!
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,I think chennai well settled?
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
ham,Ok thanx...
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
ham,"Sorry, I'll call later in meeting"
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,If u dun drive then how i go 2 sch.
ham,Is avatar supposed to have subtoitles
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,Where are you call me.
ham,meet you in corporation st outside gap ‰Û_ you can see how my mind is working!
ham,Short But Cute: \Be a good person
spam,PRIVATE! Your 2003 Account Statement for 078
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,At home watching tv lor.
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
ham,Would me smoking you out help us work through this difficult time
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
ham,Yay! You better not have told that to 5 other girls either.
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
ham,"Nah man, my car is meant to be crammed full of people"
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,When can Ì_ come out?
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
ham,Love it! I want to flood that pretty pussy with cum...
ham,"Omw back to tampa from west palm, you hear what happened?"
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham,Ok i shall talk to him
ham,Shall i start from hear.
ham,Done it but internet connection v slow and can‰Û÷t send it. Will try again later or first thing tomo.
ham,Do you know when the result.
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,Small problem in auction:)punj now asking tiwary
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham,what are your new years plans?
ham,Here got lots of hair dresser fr china.
ham,Full heat pa:-) i have applyed oil pa.
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,No..its ful of song lyrics..
ham,Can you use foreign stamps for whatever you send them off for? 
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
ham,K:)k..its good:)when are you going?
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50
ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
ham,Finish liao... U?
ham,Yes:)here tv is always available in work place..
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?
ham,Happy new year to u too!
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,Otherwise had part time job na-tuition..
ham,I am on the way to tirupur.
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
ham,I will see in half an hour
ham,K.i did't see you.:)k:)where are you now?
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
ham,I'm freezing and craving ice. Fml
ham,Jus finish watching tv... U?
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,I am in hospital da. . I will return home in evening
ham,You getting back any time soon?
ham,U can call me now...
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
ham,Just glad to be talking to you.
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,It took Mr owl 3 licks
